---- Start output ----
[06:54:03] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/sf/year/2016/seasontype/2/half/1/san-francisco-giants
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:05] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:06] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 374)
[06:54:06] Loading existing data
[06:54:06] Returned 7-2-2016's game results
[06:54:06] Scraping 7-2-2016's period data: http://espn.go.com/mlb/playbyplay?id=360702129
[06:54:06] Game url: http://espn.go.com/mlb/playbyplay?id=360702129
[06:54:06] Team1: sf | Team2: ari
[06:54:06] Cur team: sf | san-francisco-giants
[06:54:06] Other team: ari
[06:54:07] URL: http://espn.go.com/mlb/team/schedule/_/name/sf/year/2016/seasontype/2/half/1/san-francisco-giants
[06:54:07] Scores: [['http://espn.go.com/mlb/team/_/name/sf/san-francisco-giants">SF</a>', '0', '3', '0', '2', '0', '0', '0', '0', '0'], ['http://espn.go.com/mlb/team/_/name/ari/arizona-diamondbacks">ARI</a>', '0', '0', '1', '2', '0', '0', '0', '3', '-']]
[06:54:07] Saving data to ./mlb/team_data/2016/san-francisco-giants.csv
[06:54:07] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/ari/year/2016/seasontype/2/half/1/arizona-diamondbacks
[06:54:07] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:07] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:07] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:07] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:07] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:07] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:07] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:07] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 374)
[06:54:07] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/ari/year/2016/seasontype/2/half/2/arizona-diamondbacks
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:08] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:09] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:09] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:09] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:09] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:09] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:09] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:09] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:09] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:09] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:09] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:09] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:09] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:09] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:09] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:09] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:09] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 374)
[06:54:09] Loading existing data
[06:54:09] Returned 7-2-2016's game results
[06:54:09] Scraping 7-2-2016's period data: http://espn.go.com/mlb/playbyplay?id=360702129
[06:54:09] Game url: http://espn.go.com/mlb/playbyplay?id=360702129
[06:54:09] Team1: sf | Team2: ari
[06:54:10] Cur team: ari | arizona-diamondbacks
[06:54:10] Other team: sf
[06:54:10] URL: http://espn.go.com/mlb/team/schedule/_/name/ari/year/2016/seasontype/2/half/1/arizona-diamondbacks
[06:54:10] Scores: [['http://espn.go.com/mlb/team/_/name/sf/san-francisco-giants">SF</a>', '0', '3', '0', '2', '0', '0', '0', '0', '0'], ['http://espn.go.com/mlb/team/_/name/ari/arizona-diamondbacks">ARI</a>', '0', '0', '1', '2', '0', '0', '0', '3', '-']]
[06:54:10] Saving data to ./mlb/team_data/2016/arizona-diamondbacks.csv
