---- Start output ----
[09:40:36] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/oak/year/2016/seasontype/2/half/1/oakland-athletics
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[09:40:38] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 383)
[09:40:38] Loading existing data
[09:40:39] Returned 7-9-2016's game results
[09:40:39] Scraping 7-9-2016's period data: http://espn.go.com/mlb/playbyplay?id=360709118
[09:40:39] Game url: http://espn.go.com/mlb/playbyplay?id=360709118
[09:40:39] Team1: oak | Team2: hou
[09:40:39] Cur team: hou | houston-astros
[09:40:39] Other team: oak
[09:40:39] URL: http://espn.go.com/mlb/team/schedule/_/name/hou/year/2016/seasontype/2/half/1/houston-astros
[09:40:39] Scores: [['http://espn.go.com/mlb/team/_/name/oak/oakland-athletics">OAK</a>', '0', '1', '2', '0', '0', '0', '0', '0', '0'], ['http://espn.go.com/mlb/team/_/name/hou/houston-astros">HOU</a>', '0', '0', '0', '0', '0', '0', '0', '0', '2']]
[09:40:39] Saving data to ./mlb/team_data/2016/houston-astros.csv
