---- Start output ----
[00:20:41] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/wsh/year/2016/seasontype/2/half/1/washington-nationals
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:42] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 383)
[00:20:42] Loading existing data
[00:20:42] Saving data to ./mlb/team_data/2016/washington-nationals.csv
[00:20:42] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/nym/year/2016/seasontype/2/half/1/new-york-mets
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 383)
[00:20:43] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/nym/year/2016/seasontype/2/half/2/new-york-mets
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[00:20:43] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 383)
[00:20:43] Loading existing data
[00:20:44] Saving data to ./mlb/team_data/2016/new-york-mets.csv
