---- Start output ----
[00:17:56] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/mia/year/2016/seasontype/2/half/1/miami-marlins
[00:17:58] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:17:58] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:17:58] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:17:58] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:17:58] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:17:58] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:17:58] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:17:58] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:17:58] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:17:58] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:17:58] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:17:58] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:17:58] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:17:58] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:17:58] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:17:58] scrape_game_scores(), scraping date: (<class 'IndexError'>, 'espn_scraper.py', 386)
[00:17:58] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:17:58] Loading existing data
[00:17:59] Saving data to ./mlb/team_data/2016/st.-louis-cardinals.csv
