---- Start output ----
[10:21:35] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/tex/year/2016/seasontype/2/half/1/texas-rangers
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[10:21:48] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 374)
[10:21:48] Loading existing data
[10:21:48] Returned 6-30-2016's game results
[10:21:48] Scraping 6-30-2016's period data: http://espn.go.com#
[10:21:49] Game url: http://espn.go.com#
[10:21:49] Scraping 6-30-2016's period data again
[10:21:55] Game url: http://espn.go.com#
[10:21:55] Saving data to ./mlb/team_data/2016/new-york-yankees.csv
